qid,metric,value,Method
73055,nDCG@20,0.9390078707685453,Hybrid
73098,AP,1.0,Hybrid
73098,RR,1.0,Hybrid
73098,P@1,1.0,Hybrid
73098,P@5,0.2,Hybrid
73098,P@10,0.1,Hybrid
73098,nDCG@10,1.0,Hybrid
73098,nDCG@20,1.0,Hybrid
73121,AP,0.49691697191697193,Hybrid
73121,RR,0.5,Hybrid
73121,P@1,0.0,Hybrid
73121,P@5,0.6,Hybrid
73121,P@10,0.3,Hybrid
73121,nDCG@10,0.34287845142934736,Hybrid
73121,nDCG@20,0.5622032930440775,Hybrid
73141,AP,0.07347820898000694,Hybrid
73141,RR,0.07142857142857142,Hybrid
73141,P@1,0.0,Hybrid
73141,P@5,0.0,Hybrid
73141,P@10,0.0,Hybrid
73141,nDCG@10,0.0,Hybrid
73141,nDCG@20,0.21527146265141278,Hybrid
73186,AP,0.2777777777777778,Hybrid
73186,RR,1.0,Hybrid
73186,P@1,1.0,Hybrid
73186,P@5,0.2,Hybrid
73186,P@10,0.1,Hybrid
73186,nDCG@10,0.14655308996296207,Hybrid
73186,nDCG@20,0.2500528009390743,Hybrid
73195,AP,0.0,Hybrid
73195,RR,0.0,Hybrid
73195,P@1,0.0,Hybrid
73195,P@5,0.0,Hybrid
73195,P@10,0.0,Hybrid
73195,nDCG@10,0.0,Hybrid
73195,nDCG@20,0.0,Hybrid
73203,AP,0.55,Hybrid
73203,RR,1.0,Hybrid
73203,P@1,1.0,Hybrid
73203,P@5,0.6,Hybrid
73203,P@10,0.3,Hybrid
73203,nDCG@10,0.5221293293344146,Hybrid
73203,nDCG@20,0.5221293293344146,Hybrid
73208,AP,0.08333333333333333,Hybrid
73208,RR,0.3333333333333333,Hybrid
73208,P@1,0.0,Hybrid
73208,P@5,0.2,Hybrid
73208,P@10,0.2,Hybrid
73208,nDCG@10,0.24238225630114366,Hybrid
73208,nDCG@20,0.24238225630114366,Hybrid
73233,AP,0.37139230501299464,Hybrid
73233,RR,0.5,Hybrid
73233,P@1,0.0,Hybrid
73233,P@5,0.6,Hybrid
73233,P@10,0.4,Hybrid
73233,nDCG@10,0.21257712903083412,Hybrid
73233,nDCG@20,0.2414951187509713,Hybrid
73235,AP,0.05555555555555555,Hybrid
73235,RR,0.16666666666666666,Hybrid
73235,P@1,0.0,Hybrid
73235,P@5,0.0,Hybrid
73235,P@10,0.1,Hybrid
73235,nDCG@10,0.1137704181007881,Hybrid
73235,nDCG@20,0.1137704181007881,Hybrid
73300,AP,0.8968253968253969,Hybrid
73300,RR,1.0,Hybrid
73300,P@1,1.0,Hybrid
73300,P@5,0.8,Hybrid
73300,P@10,0.6,Hybrid
73300,nDCG@10,0.7468087706620846,Hybrid
73300,nDCG@20,0.7468087706620846,Hybrid
73323,AP,0.09465534465534466,Hybrid
73323,RR,0.25,Hybrid
73323,P@1,0.0,Hybrid
73323,P@5,0.2,Hybrid
73323,P@10,0.1,Hybrid
73323,nDCG@10,0.048391390356387974,Hybrid
73323,nDCG@20,0.2032726412792664,Hybrid
73348,AP,0.47500000000000003,Hybrid
73348,RR,1.0,Hybrid
73348,P@1,1.0,Hybrid
73348,P@5,0.6,Hybrid
73348,P@10,0.3,Hybrid
73348,nDCG@10,0.3940160926945852,Hybrid
73348,nDCG@20,0.4243452018781193,Hybrid
73360,AP,0.8055555555555555,Hybrid
73360,RR,1.0,Hybrid
73360,P@1,1.0,Hybrid
73360,P@5,0.8,Hybrid
73360,P@10,0.5,Hybrid
73360,nDCG@10,0.7385598401035725,Hybrid
73360,nDCG@20,0.7385598401035725,Hybrid
73370,AP,0.8714285714285713,Hybrid
73370,RR,1.0,Hybrid
73370,P@1,1.0,Hybrid
73370,P@5,0.8,Hybrid
73370,P@10,0.4,Hybrid
73370,nDCG@10,0.7753926834409677,Hybrid
73370,nDCG@20,0.8402174713147899,Hybrid
73375,AP,0.3333333333333333,Hybrid
73375,RR,1.0,Hybrid
73375,P@1,1.0,Hybrid
73375,P@5,0.4,Hybrid
73375,P@10,0.2,Hybrid
73375,nDCG@10,0.23079654652092588,Hybrid
73375,nDCG@20,0.23079654652092588,Hybrid
73378,AP,0.35833333333333334,Hybrid
73378,RR,1.0,Hybrid
73378,P@1,1.0,Hybrid
73378,P@5,0.4,Hybrid
73378,P@10,0.2,Hybrid
73378,nDCG@10,0.5147077460870642,Hybrid
73378,nDCG@20,0.5906214265747778,Hybrid
73388,AP,0.013888888888888888,Hybrid
73388,RR,0.041666666666666664,Hybrid
73388,P@1,0.0,Hybrid
73388,P@5,0.0,Hybrid
73388,P@10,0.0,Hybrid
73388,nDCG@10,0.0,Hybrid
73388,nDCG@20,0.0,Hybrid
73418,AP,0.0,Hybrid
73418,RR,0.0,Hybrid
73418,P@1,0.0,Hybrid
73418,P@5,0.0,Hybrid
73418,P@10,0.0,Hybrid
73418,nDCG@10,0.0,Hybrid
73418,nDCG@20,0.0,Hybrid
73441,AP,0.41911764705882354,Hybrid
73441,RR,1.0,Hybrid
73441,P@1,1.0,Hybrid
73441,P@5,0.4,Hybrid
73441,P@10,0.2,Hybrid
73441,nDCG@10,0.4684498628057042,Hybrid
73441,nDCG@20,0.533941386218816,Hybrid
73539,AP,0.1111111111111111,Hybrid
73539,RR,0.3333333333333333,Hybrid
73539,P@1,0.0,Hybrid
73539,P@5,0.2,Hybrid
73539,P@10,0.1,Hybrid
73539,nDCG@10,0.312852484015171,Hybrid
73539,nDCG@20,0.312852484015171,Hybrid
73548,AP,0.8416666666666667,Hybrid
73548,RR,1.0,Hybrid
73548,P@1,1.0,Hybrid
73548,P@5,0.8,Hybrid
73548,P@10,0.6,Hybrid
73548,nDCG@10,0.6312511147473904,Hybrid
73548,nDCG@20,0.6312511147473904,Hybrid
73552,AP,0.025,Hybrid
73552,RR,0.125,Hybrid
73552,P@1,0.0,Hybrid
73552,P@5,0.0,Hybrid
73552,P@10,0.1,Hybrid
73552,nDCG@10,0.05654111659852004,Hybrid
73552,nDCG@20,0.05654111659852004,Hybrid
73559,AP,0.3333333333333333,Hybrid
73559,RR,1.0,Hybrid
73559,P@1,1.0,Hybrid
73559,P@5,0.2,Hybrid
73559,P@10,0.1,Hybrid
73559,nDCG@10,0.625704968030342,Hybrid
73559,nDCG@20,0.625704968030342,Hybrid
73590,AP,0.8333333333333334,Hybrid
73590,RR,1.0,Hybrid
73590,P@1,1.0,Hybrid
73590,P@5,0.6,Hybrid
73590,P@10,0.3,Hybrid
73590,nDCG@10,0.9055866445611575,Hybrid
73590,nDCG@20,0.9648285291002631,Hybrid
73652,AP,0.0,Hybrid
73652,RR,0.0,Hybrid
73652,P@1,0.0,Hybrid
73652,P@5,0.0,Hybrid
73652,P@10,0.0,Hybrid
73652,nDCG@10,0.0,Hybrid
73652,nDCG@20,0.0,Hybrid
73695,AP,0.8875,Hybrid
73695,RR,1.0,Hybrid
73695,P@1,1.0,Hybrid
73695,P@5,0.8,Hybrid
73695,P@10,0.4,Hybrid
73695,nDCG@10,0.9751957567060058,Hybrid
73695,nDCG@20,0.9751957567060058,Hybrid
73842,AP,0.5666666666666667,Hybrid
73842,RR,0.5,Hybrid
73842,P@1,0.0,Hybrid
73842,P@5,0.6,Hybrid
73842,P@10,0.4,Hybrid
73842,nDCG@10,0.6236809092998894,Hybrid
73842,nDCG@20,0.6236809092998894,Hybrid
73854,AP,0.0,Hybrid
73854,RR,0.0,Hybrid
73854,P@1,0.0,Hybrid
73854,P@5,0.0,Hybrid
73854,P@10,0.0,Hybrid
73854,nDCG@10,0.0,Hybrid
73854,nDCG@20,0.0,Hybrid
73927,AP,0.9166666666666666,Hybrid
73927,RR,1.0,Hybrid
73927,P@1,1.0,Hybrid
73927,P@5,0.6,Hybrid
73927,P@10,0.3,Hybrid
73927,nDCG@10,0.9128781396400242,Hybrid
73927,nDCG@20,0.9128781396400242,Hybrid
73943,AP,0.0,Hybrid
73943,RR,0.0,Hybrid
73943,P@1,0.0,Hybrid
73943,P@5,0.0,Hybrid
73943,P@10,0.0,Hybrid
73943,nDCG@10,0.0,Hybrid
73943,nDCG@20,0.0,Hybrid
74027,AP,0.6991718426501035,Hybrid
74027,RR,1.0,Hybrid
74027,P@1,1.0,Hybrid
74027,P@5,0.8,Hybrid
74027,P@10,0.5,Hybrid
74027,nDCG@10,0.5444783041076354,Hybrid
74027,nDCG@20,0.5444783041076354,Hybrid
74055,AP,0.26859455244548414,Hybrid
74055,RR,1.0,Hybrid
74055,P@1,1.0,Hybrid
74055,P@5,0.2,Hybrid
74055,P@10,0.1,Hybrid
74055,nDCG@10,0.10717498240896725,Hybrid
74055,nDCG@20,0.35643826582374316,Hybrid
74096,AP,0.03968253968253968,Hybrid
74096,RR,0.16666666666666666,Hybrid
74096,P@1,0.0,Hybrid
74096,P@5,0.0,Hybrid
74096,P@10,0.1,Hybrid
74096,nDCG@10,0.044158686820068696,Hybrid
74096,nDCG@20,0.044158686820068696,Hybrid
74169,AP,0.0,Hybrid
74169,RR,0.0,Hybrid
74169,P@1,0.0,Hybrid
74169,P@5,0.0,Hybrid
74169,P@10,0.0,Hybrid
74169,nDCG@10,0.0,Hybrid
74169,nDCG@20,0.0,Hybrid
74199,AP,0.4,Hybrid
74199,RR,1.0,Hybrid
74199,P@1,1.0,Hybrid
74199,P@5,0.4,Hybrid
74199,P@10,0.2,Hybrid
74199,nDCG@10,0.5527475210634162,Hybrid
74199,nDCG@20,0.5527475210634162,Hybrid
74207,AP,0.3630952380952381,Hybrid
74207,RR,1.0,Hybrid
74207,P@1,1.0,Hybrid
74207,P@5,0.4,Hybrid
74207,P@10,0.4,Hybrid
74207,nDCG@10,0.4013293744025881,Hybrid
74207,nDCG@20,0.4013293744025881,Hybrid
74221,AP,0.02631578947368421,Hybrid
74221,RR,0.05263157894736842,Hybrid
74221,P@1,0.0,Hybrid
74221,P@5,0.0,Hybrid
74221,P@10,0.0,Hybrid
74221,nDCG@10,0.0,Hybrid
74221,nDCG@20,0.0879454165758952,Hybrid
74247,AP,0.2571428571428571,Hybrid
74247,RR,1.0,Hybrid
74247,P@1,1.0,Hybrid
74247,P@5,0.2,Hybrid
74247,P@10,0.2,Hybrid
74247,nDCG@10,0.20265306690052218,Hybrid
74247,nDCG@20,0.20265306690052218,Hybrid
74250,AP,0.5833333333333333,Hybrid
74250,RR,0.5,Hybrid
74250,P@1,0.0,Hybrid
74250,P@5,0.4,Hybrid
74250,P@10,0.2,Hybrid
74250,nDCG@10,0.66967181649423,Hybrid
74250,nDCG@20,0.66967181649423,Hybrid
74365,AP,0.017857142857142856,Hybrid
74365,RR,0.07142857142857142,Hybrid
74365,P@1,0.0,Hybrid
74365,P@5,0.0,Hybrid
74365,P@10,0.0,Hybrid
74365,nDCG@10,0.0,Hybrid
74365,nDCG@20,0.16833413976765607,Hybrid
74424,AP,0.8,Hybrid
74424,RR,1.0,Hybrid
74424,P@1,1.0,Hybrid
74424,P@5,0.8,Hybrid
74424,P@10,0.4,Hybrid
74424,nDCG@10,0.9044963597354377,Hybrid
74424,nDCG@20,0.9044963597354377,Hybrid
74429,AP,0.0,Hybrid
74429,RR,0.0,Hybrid
74429,P@1,0.0,Hybrid
74429,P@5,0.0,Hybrid
74429,P@10,0.0,Hybrid
74429,nDCG@10,0.0,Hybrid
74429,nDCG@20,0.0,Hybrid
74435,AP,0.0,Hybrid
74435,RR,0.0,Hybrid
74435,P@1,0.0,Hybrid
74435,P@5,0.0,Hybrid
74435,P@10,0.0,Hybrid
74435,nDCG@10,0.0,Hybrid
74435,nDCG@20,0.0,Hybrid
74541,AP,0.9583333333333334,Hybrid
74541,RR,1.0,Hybrid
74541,P@1,1.0,Hybrid
74541,P@5,1.0,Hybrid
74541,P@10,0.6,Hybrid
74541,nDCG@10,0.7527982233581572,Hybrid
74541,nDCG@20,0.7527982233581572,Hybrid
74601,AP,0.9166666666666666,Hybrid
74601,RR,1.0,Hybrid
74601,P@1,1.0,Hybrid
74601,P@5,0.6,Hybrid
74601,P@10,0.3,Hybrid
74601,nDCG@10,0.9079364505194771,Hybrid
74601,nDCG@20,0.9079364505194771,Hybrid
74622,AP,0.08333333333333333,Hybrid
74622,RR,0.25,Hybrid
74622,P@1,0.0,Hybrid
74622,P@5,0.2,Hybrid
74622,P@10,0.1,Hybrid
74622,nDCG@10,0.2694764620007301,Hybrid
74622,nDCG@20,0.2694764620007301,Hybrid
74626,AP,0.5464015151515151,Hybrid
74626,RR,1.0,Hybrid
74626,P@1,1.0,Hybrid
74626,P@5,0.6,Hybrid
74626,P@10,0.4,Hybrid
74626,nDCG@10,0.7361548249666036,Hybrid
74626,nDCG@20,0.8423615444817565,Hybrid
74661,AP,1.0,Hybrid
74661,RR,1.0,Hybrid
74661,P@1,1.0,Hybrid
74661,P@5,1.0,Hybrid
74661,P@10,0.8,Hybrid
74661,nDCG@10,0.8535343130435467,Hybrid
74661,nDCG@20,0.8535343130435467,Hybrid
74669,AP,0.8208333333333333,Hybrid
74669,RR,1.0,Hybrid
74669,P@1,1.0,Hybrid
74669,P@5,0.8,Hybrid
74669,P@10,0.5,Hybrid
74669,nDCG@10,0.8731818558783804,Hybrid
74669,nDCG@20,0.9088968142491521,Hybrid
74708,AP,0.44696969696969696,Hybrid
74708,RR,1.0,Hybrid
74708,P@1,1.0,Hybrid
74708,P@5,0.4,Hybrid
74708,P@10,0.3,Hybrid
74708,nDCG@10,0.6146364200237017,Hybrid
74708,nDCG@20,0.6146364200237017,Hybrid
74710,AP,0.25,Hybrid
74710,RR,1.0,Hybrid
74710,P@1,1.0,Hybrid
74710,P@5,0.4,Hybrid
74710,P@10,0.2,Hybrid
74710,nDCG@10,0.15901349097719414,Hybrid
74710,nDCG@20,0.15901349097719414,Hybrid
74715,AP,0.48140589569160996,Hybrid
74715,RR,0.5,Hybrid
74715,P@1,0.0,Hybrid
74715,P@5,0.6,Hybrid
74715,P@10,0.5,Hybrid
74715,nDCG@10,0.44952475710989653,Hybrid
74715,nDCG@20,0.44952475710989653,Hybrid
74727,AP,0.043478260869565216,Hybrid
74727,RR,0.043478260869565216,Hybrid
74727,P@1,0.0,Hybrid
74727,P@5,0.0,Hybrid
74727,P@10,0.0,Hybrid
74727,nDCG@10,0.0,Hybrid
74727,nDCG@20,0.0,Hybrid
74811,AP,0.21428571428571427,Hybrid
74811,RR,1.0,Hybrid
74811,P@1,1.0,Hybrid
74811,P@5,0.2,Hybrid
74811,P@10,0.2,Hybrid
74811,nDCG@10,0.15564458246185037,Hybrid
74811,nDCG@20,0.15564458246185037,Hybrid
74897,AP,0.0,Hybrid
74897,RR,0.0,Hybrid
74897,P@1,0.0,Hybrid
74897,P@5,0.0,Hybrid
74897,P@10,0.0,Hybrid
74897,nDCG@10,0.0,Hybrid
74897,nDCG@20,0.0,Hybrid
74907,AP,0.4838095238095238,Hybrid
74907,RR,1.0,Hybrid
74907,P@1,1.0,Hybrid
74907,P@5,0.4,Hybrid
74907,P@10,0.3,Hybrid
74907,nDCG@10,0.4156382106062777,Hybrid
74907,nDCG@20,0.530070045698529,Hybrid
74928,AP,0.0,Hybrid
74928,RR,0.0,Hybrid
74928,P@1,0.0,Hybrid
74928,P@5,0.0,Hybrid
74928,P@10,0.0,Hybrid
74928,nDCG@10,0.0,Hybrid
74928,nDCG@20,0.0,Hybrid
74993,AP,0.011363636363636364,Hybrid
74993,RR,0.045454545454545456,Hybrid
74993,P@1,0.0,Hybrid
74993,P@5,0.0,Hybrid
74993,P@10,0.0,Hybrid
74993,nDCG@10,0.0,Hybrid
74993,nDCG@20,0.0,Hybrid
75020,AP,0.03125,Hybrid
75020,RR,0.0625,Hybrid
75020,P@1,0.0,Hybrid
75020,P@5,0.0,Hybrid
75020,P@10,0.0,Hybrid
75020,nDCG@10,0.0,Hybrid
75020,nDCG@20,0.21131872443502048,Hybrid
75040,AP,0.4772727272727273,Hybrid
75040,RR,1.0,Hybrid
75040,P@1,1.0,Hybrid
75040,P@5,0.4,Hybrid
75040,P@10,0.3,Hybrid
75040,nDCG@10,0.37031269841313247,Hybrid
75040,nDCG@20,0.40489300623252594,Hybrid
75050,AP,0.2571428571428571,Hybrid
75050,RR,1.0,Hybrid
75050,P@1,1.0,Hybrid
75050,P@5,0.4,Hybrid
75050,P@10,0.2,Hybrid
75050,nDCG@10,0.638466703063259,Hybrid
75050,nDCG@20,0.638466703063259,Hybrid
75125,AP,0.5434782608695652,Hybrid
75125,RR,1.0,Hybrid
75125,P@1,1.0,Hybrid
75125,P@5,0.2,Hybrid
75125,P@10,0.1,Hybrid
75125,nDCG@10,0.6131471927654584,Hybrid
75125,nDCG@20,0.6131471927654584,Hybrid
75132,AP,0.13999999999999999,Hybrid
75132,RR,0.5,Hybrid
75132,P@1,0.0,Hybrid
75132,P@5,0.2,Hybrid
75132,P@10,0.2,Hybrid
75132,nDCG@10,0.16489163973351453,Hybrid
75132,nDCG@20,0.16489163973351453,Hybrid
75172,AP,0.4511904761904762,Hybrid
75172,RR,0.3333333333333333,Hybrid
75172,P@1,0.0,Hybrid
75172,P@5,0.4,Hybrid
75172,P@10,0.4,Hybrid
75172,nDCG@10,0.5552614759877333,Hybrid
75172,nDCG@20,0.5552614759877333,Hybrid
75189,AP,0.0,Hybrid
75189,RR,0.0,Hybrid
75189,P@1,0.0,Hybrid
75189,P@5,0.0,Hybrid
75189,P@10,0.0,Hybrid
75189,nDCG@10,0.0,Hybrid
75189,nDCG@20,0.0,Hybrid
75215,AP,0.7182539682539681,Hybrid
75215,RR,1.0,Hybrid
75215,P@1,1.0,Hybrid
75215,P@5,0.4,Hybrid
75215,P@10,0.4,Hybrid
75215,nDCG@10,0.8819748052044962,Hybrid
75215,nDCG@20,0.8819748052044962,Hybrid
75219,AP,0.5452380952380952,Hybrid
75219,RR,1.0,Hybrid
75219,P@1,1.0,Hybrid
75219,P@5,0.6,Hybrid
75219,P@10,0.4,Hybrid
75219,nDCG@10,0.5863456382991884,Hybrid
75219,nDCG@20,0.6153084077461682,Hybrid
75288,AP,0.6666666666666666,Hybrid
75288,RR,1.0,Hybrid
75288,P@1,1.0,Hybrid
75288,P@5,0.4,Hybrid
75288,P@10,0.2,Hybrid
75288,nDCG@10,0.7002755876478819,Hybrid
75288,nDCG@20,0.7002755876478819,Hybrid
75318,AP,0.0,Hybrid
75318,RR,0.0,Hybrid
75318,P@1,0.0,Hybrid
75318,P@5,0.0,Hybrid
75318,P@10,0.0,Hybrid
75318,nDCG@10,0.0,Hybrid
75318,nDCG@20,0.0,Hybrid
75354,AP,0.3636363636363636,Hybrid
75354,RR,1.0,Hybrid
75354,P@1,1.0,Hybrid
75354,P@5,0.2,Hybrid
75354,P@10,0.1,Hybrid
75354,nDCG@10,0.6387878864795979,Hybrid
75354,nDCG@20,0.6387878864795979,Hybrid
75359,AP,0.375,Hybrid
75359,RR,1.0,Hybrid
75359,P@1,1.0,Hybrid
75359,P@5,0.4,Hybrid
75359,P@10,0.3,Hybrid
75359,nDCG@10,0.6582429544417249,Hybrid
75359,nDCG@20,0.6582429544417249,Hybrid
75379,AP,0.05,Hybrid
75379,RR,0.05,Hybrid
75379,P@1,0.0,Hybrid
75379,P@5,0.0,Hybrid
75379,P@10,0.0,Hybrid
75379,nDCG@10,0.0,Hybrid
75379,nDCG@20,0.22767024869695296,Hybrid
75400,AP,0.25,Hybrid
75400,RR,0.25,Hybrid
75400,P@1,0.0,Hybrid
75400,P@5,0.2,Hybrid
75400,P@10,0.1,Hybrid
75400,nDCG@10,0.43067655807339306,Hybrid
75400,nDCG@20,0.43067655807339306,Hybrid
75414,AP,0.0,Hybrid
75414,RR,0.0,Hybrid
75414,P@1,0.0,Hybrid
75414,P@5,0.0,Hybrid
75414,P@10,0.0,Hybrid
75414,nDCG@10,0.0,Hybrid
75414,nDCG@20,0.0,Hybrid
75432,AP,0.0,Hybrid
75432,RR,0.0,Hybrid
75432,P@1,0.0,Hybrid
75432,P@5,0.0,Hybrid
75432,P@10,0.0,Hybrid
75432,nDCG@10,0.0,Hybrid
75432,nDCG@20,0.0,Hybrid
75464,AP,0.146031746031746,Hybrid
75464,RR,0.5,Hybrid
75464,P@1,0.0,Hybrid
75464,P@5,0.2,Hybrid
75464,P@10,0.3,Hybrid
75464,nDCG@10,0.4051113957093194,Hybrid
75464,nDCG@20,0.4051113957093194,Hybrid
75476,AP,0.5,Hybrid
75476,RR,1.0,Hybrid
75476,P@1,1.0,Hybrid
75476,P@5,0.2,Hybrid
75476,P@10,0.1,Hybrid
75476,nDCG@10,0.6131471927654584,Hybrid
75476,nDCG@20,0.6131471927654584,Hybrid
75525,AP,0.25,Hybrid
75525,RR,0.5,Hybrid
75525,P@1,0.0,Hybrid
75525,P@5,0.2,Hybrid
75525,P@10,0.1,Hybrid
75525,nDCG@10,0.52129602861432,Hybrid
75525,nDCG@20,0.52129602861432,Hybrid
75543,AP,0.3333333333333333,Hybrid
75543,RR,0.3333333333333333,Hybrid
75543,P@1,0.0,Hybrid
75543,P@5,0.2,Hybrid
75543,P@10,0.1,Hybrid
75543,nDCG@10,0.5,Hybrid
75543,nDCG@20,0.5,Hybrid
75569,AP,0.3830835830835831,Hybrid
75569,RR,1.0,Hybrid
75569,P@1,1.0,Hybrid
75569,P@5,0.4,Hybrid
75569,P@10,0.3,Hybrid
75569,nDCG@10,0.273618395648103,Hybrid
75569,nDCG@20,0.3481262703865631,Hybrid
75636,AP,0.8666666666666667,Hybrid
75636,RR,1.0,Hybrid
75636,P@1,1.0,Hybrid
75636,P@5,0.6,Hybrid
75636,P@10,0.3,Hybrid
75636,nDCG@10,0.9762388637052952,Hybrid
75636,nDCG@20,0.9762388637052952,Hybrid
75639,AP,0.24728966685488427,Hybrid
75639,RR,1.0,Hybrid
75639,P@1,1.0,Hybrid
75639,P@5,0.2,Hybrid
75639,P@10,0.1,Hybrid
75639,nDCG@10,0.4054131221448557,Hybrid
75639,nDCG@20,0.5046425032062432,Hybrid
75659,AP,0.9583333333333334,Hybrid
75659,RR,1.0,Hybrid
75659,P@1,1.0,Hybrid
75659,P@5,1.0,Hybrid
75659,P@10,0.6,Hybrid
75659,nDCG@10,0.8914549078094391,Hybrid
75659,nDCG@20,0.8914549078094391,Hybrid
75762,AP,0.125,Hybrid
75762,RR,0.5,Hybrid
75762,P@1,0.0,Hybrid
75762,P@5,0.2,Hybrid
75762,P@10,0.1,Hybrid
75762,nDCG@10,0.45377519962203827,Hybrid
75762,nDCG@20,0.45377519962203827,Hybrid
75801,AP,0.24632034632034633,Hybrid
75801,RR,1.0,Hybrid
75801,P@1,1.0,Hybrid
75801,P@5,0.2,Hybrid
75801,P@10,0.1,Hybrid
75801,nDCG@10,0.15198980017539163,Hybrid
75801,nDCG@20,0.15198980017539163,Hybrid
75831,AP,0.65,Hybrid
75831,RR,1.0,Hybrid
75831,P@1,1.0,Hybrid
75831,P@5,0.6,Hybrid
75831,P@10,0.3,Hybrid
75831,nDCG@10,0.9015630470934816,Hybrid
75831,nDCG@20,0.9015630470934816,Hybrid
75876,AP,1.0,Hybrid
75876,RR,1.0,Hybrid
75876,P@1,1.0,Hybrid
75876,P@5,0.8,Hybrid
75876,P@10,0.4,Hybrid
75876,nDCG@10,0.7807789774739649,Hybrid
75876,nDCG@20,0.7807789774739649,Hybrid
75911,AP,0.07380952380952381,Hybrid
75911,RR,0.16666666666666666,Hybrid
75911,P@1,0.0,Hybrid
75911,P@5,0.0,Hybrid
75911,P@10,0.2,Hybrid
75911,nDCG@10,0.10293177239442639,Hybrid
75911,nDCG@20,0.17556626368574274,Hybrid
75960,AP,0.0,Hybrid
75960,RR,0.0,Hybrid
75960,P@1,0.0,Hybrid
75960,P@5,0.0,Hybrid
75960,P@10,0.0,Hybrid
75960,nDCG@10,0.0,Hybrid
75960,nDCG@20,0.0,Hybrid
75980,AP,0.3333333333333333,Hybrid
75980,RR,1.0,Hybrid
75980,P@1,1.0,Hybrid
75980,P@5,0.4,Hybrid
75980,P@10,0.2,Hybrid
75980,nDCG@10,0.6844784467353209,Hybrid
75980,nDCG@20,0.6844784467353209,Hybrid
75988,AP,0.9761904761904762,Hybrid
75988,RR,1.0,Hybrid
75988,P@1,1.0,Hybrid
75988,P@5,1.0,Hybrid
75988,P@10,0.6,Hybrid
75988,nDCG@10,0.8231148752502667,Hybrid
75988,nDCG@20,0.8231148752502667,Hybrid
76048,AP,1.0,Hybrid
76048,RR,1.0,Hybrid
76048,P@1,1.0,Hybrid
76048,P@5,0.4,Hybrid
76048,P@10,0.2,Hybrid
76048,nDCG@10,0.7609096232928763,Hybrid
76048,nDCG@20,0.7609096232928763,Hybrid
76143,AP,1.0,Hybrid
76143,RR,1.0,Hybrid
76143,P@1,1.0,Hybrid
76143,P@5,1.0,Hybrid
76143,P@10,0.5,Hybrid
76143,nDCG@10,0.9738115366679725,Hybrid
76143,nDCG@20,0.9738115366679725,Hybrid
76233,AP,0.11944444444444442,Hybrid
76233,RR,0.06666666666666667,Hybrid
76233,P@1,0.0,Hybrid
76233,P@5,0.0,Hybrid
76233,P@10,0.0,Hybrid
76233,nDCG@10,0.0,Hybrid
76233,nDCG@20,0.34260137119080436,Hybrid
76258,AP,0.0,Hybrid
76258,RR,0.0,Hybrid
76258,P@1,0.0,Hybrid
76258,P@5,0.0,Hybrid
76258,P@10,0.0,Hybrid
76258,nDCG@10,0.0,Hybrid
76258,nDCG@20,0.0,Hybrid
76285,AP,0.43043884220354806,Hybrid
76285,RR,1.0,Hybrid
76285,P@1,1.0,Hybrid
76285,P@5,0.4,Hybrid
76285,P@10,0.3,Hybrid
76285,nDCG@10,0.3863876361544122,Hybrid
76285,nDCG@20,0.5144251698469579,Hybrid
76300,AP,0.025,Hybrid
76300,RR,0.1,Hybrid
76300,P@1,0.0,Hybrid
76300,P@5,0.0,Hybrid
76300,P@10,0.1,Hybrid
76300,nDCG@10,0.08116136400948525,Hybrid
76300,nDCG@20,0.08116136400948525,Hybrid
76312,AP,0.7532467532467532,Hybrid
76312,RR,1.0,Hybrid
76312,P@1,1.0,Hybrid
76312,P@5,1.0,Hybrid
76312,P@10,0.5,Hybrid
76312,nDCG@10,0.8263532631114733,Hybrid
76312,nDCG@20,0.8263532631114733,Hybrid
76323,AP,0.75,Hybrid
76323,RR,1.0,Hybrid
76323,P@1,1.0,Hybrid
76323,P@5,0.4,Hybrid
76323,P@10,0.2,Hybrid
76323,nDCG@10,0.9567574534371579,Hybrid
76323,nDCG@20,0.9567574534371579,Hybrid
76326,AP,0.1317208154164676,Hybrid
76326,RR,0.3333333333333333,Hybrid
76326,P@1,0.0,Hybrid
76326,P@5,0.2,Hybrid
76326,P@10,0.2,Hybrid
76326,nDCG@10,0.17735912037314716,Hybrid
76326,nDCG@20,0.25368286141916935,Hybrid
76350,AP,0.32407407407407407,Hybrid
76350,RR,0.5,Hybrid
76350,P@1,0.0,Hybrid
76350,P@5,0.2,Hybrid
76350,P@10,0.2,Hybrid
76350,nDCG@10,0.2399609431817841,Hybrid
76350,nDCG@20,0.4090502989583088,Hybrid
76438,AP,0.0402046783625731,Hybrid
76438,RR,0.05555555555555555,Hybrid
76438,P@1,0.0,Hybrid
76438,P@5,0.0,Hybrid
76438,P@10,0.0,Hybrid
76438,nDCG@10,0.0,Hybrid
76438,nDCG@20,0.20908512043570104,Hybrid
76452,AP,0.3968253968253968,Hybrid
76452,RR,1.0,Hybrid
76452,P@1,1.0,Hybrid
76452,P@5,0.4,Hybrid
76452,P@10,0.2,Hybrid
76452,nDCG@10,0.479867490476361,Hybrid
76452,nDCG@20,0.5136951719157935,Hybrid
76612,AP,0.40277777777777773,Hybrid
76612,RR,0.5,Hybrid
76612,P@1,0.0,Hybrid
76612,P@5,0.2,Hybrid
76612,P@10,0.3,Hybrid
